"","subject_id","cb","prob0","prob1","prob2","prob3","structure","trialtype","ans","ansVar","ansVar2","node3","isPerm","isCoh","pgroup","isLat","realLat","connectedWith"
"1","04blkmpfl2",0,"10%","50%","80%","50%","disjunctive","d7",7,"Bu","Bu=1","Bu=1",TRUE,TRUE,"1",TRUE,TRUE,"B"
"2","04blkmpfl2",0,"10%","70%","80%","50%","conjunctive","c2",8,"Bu","Bu=0","Bu=0",TRUE,TRUE,"3",TRUE,TRUE,"B"
"3","04blkmpfl2",0,"10%","70%","80%","50%","conjunctive","c5",3,"Au","Au=1","Au=1",TRUE,TRUE,"3",TRUE,FALSE,"A"
"4","04blkmpfl2",0,"50%","10%","50%","80%","conjunctive","c1",2,"A","A","A=0",TRUE,TRUE,"2",FALSE,FALSE,"A"
"5","04blkmpfl2",0,"10%","50%","80%","50%","conjunctive","c4",4,"Au","Au=0","Au=0",TRUE,TRUE,"1",TRUE,TRUE,"A"
"6","04blkmpfl2",0,"50%","10%","50%","80%","disjunctive","d1",6,"B","B","B=0",TRUE,TRUE,"2",FALSE,FALSE,"B"
"7","04blkmpfl2",0,"10%","50%","80%","50%","conjunctive","c3",6,"B","B","B=0",TRUE,TRUE,"1",FALSE,FALSE,"B"
"8","1h8woo3055",0,"50%","10%","50%","80%","disjunctive","d2",8,"Bu","Bu=0","Bu=0",TRUE,TRUE,"2",TRUE,FALSE,"B"
"9","1h8woo3055",0,"50%","10%","50%","80%","conjunctive","c4",8,"Bu","Bu=0","Bu=0",TRUE,TRUE,"2",TRUE,TRUE,"B"
"10","1h8woo3055",0,"10%","70%","80%","50%","disjunctive","d3",7,"Bu","Bu=1","Bu=1",TRUE,TRUE,"3",TRUE,FALSE,"B"
"11","1h8woo3055",0,"10%","50%","80%","50%","disjunctive","d4",6,"B","B","B=0",TRUE,TRUE,"1",FALSE,FALSE,"B"
"12","1h8woo3055",0,"10%","50%","80%","50%","disjunctive","d7",7,"Bu","Bu=1","Bu=1",TRUE,TRUE,"1",TRUE,TRUE,"B"
"13","1h8woo3055",0,"50%","10%","50%","80%","disjunctive","d6",8,"Bu","Bu=0","Bu=0",TRUE,TRUE,"2",TRUE,FALSE,"B"
"14","1h8woo3055",0,"10%","70%","80%","50%","conjunctive","c1",6,"B","B","B=0",TRUE,TRUE,"3",FALSE,FALSE,"B"
"15","1h8woo3055",0,"10%","50%","80%","50%","conjunctive","c5",7,"Bu","Bu=1","Bu=1",TRUE,TRUE,"1",TRUE,FALSE,"B"
"16","1j9j1sn5oo",0,"10%","50%","80%","50%","disjunctive","d3",5,"B","B","B=1",TRUE,TRUE,"1",FALSE,FALSE,"B"
"17","1j9j1sn5oo",0,"50%","10%","50%","80%","conjunctive","c4",4,"Au","Au=0","Au=0",TRUE,TRUE,"2",TRUE,TRUE,"A"
"18","1j9j1sn5oo",0,"10%","70%","80%","50%","disjunctive","d6",8,"Bu","Bu=0","Bu=0",TRUE,TRUE,"3",TRUE,FALSE,"B"
"19","1j9j1sn5oo",0,"10%","50%","80%","50%","conjunctive","c3",4,"Au","Au=0","Au=0",TRUE,TRUE,"1",TRUE,TRUE,"A"
"20","1j9j1sn5oo",0,"10%","50%","80%","50%","disjunctive","d4",4,"Au","Au=0","Au=0",TRUE,TRUE,"1",TRUE,FALSE,"A"
"21","1j9j1sn5oo",0,"50%","10%","50%","80%","disjunctive","d7",7,"Bu","Bu=1","Bu=1",TRUE,TRUE,"2",TRUE,TRUE,"B"
"22","1nc1mtxtfj",0,"10%","50%","80%","50%","disjunctive","d5",3,"Au","Au=1","Au=1",TRUE,TRUE,"1",TRUE,FALSE,"A"
"23","1nc1mtxtfj",0,"50%","10%","50%","80%","disjunctive","d2",8,"Bu","Bu=0","Bu=0",TRUE,TRUE,"2",TRUE,FALSE,"B"
"24","1nc1mtxtfj",0,"10%","70%","80%","50%","disjunctive","d3",7,"Bu","Bu=1","Bu=1",TRUE,TRUE,"3",TRUE,FALSE,"B"
"25","1nc1mtxtfj",0,"10%","50%","80%","50%","conjunctive","c3",4,"Au","Au=0","Au=0",TRUE,TRUE,"1",TRUE,TRUE,"A"
"26","1nc1mtxtfj",0,"50%","10%","50%","80%","conjunctive","c5",7,"Bu","Bu=1","Bu=1",TRUE,TRUE,"2",TRUE,FALSE,"B"
"27","1nc1mtxtfj",0,"50%","10%","50%","80%","conjunctive","c4",4,"Au","Au=0","Au=0",TRUE,TRUE,"2",TRUE,TRUE,"A"
"28","1nc1mtxtfj",0,"10%","70%","80%","50%","disjunctive","d7",3,"Au","Au=1","Au=1",TRUE,TRUE,"3",TRUE,TRUE,"A"
"29","1rvc938bgx",0,"10%","70%","80%","50%","disjunctive","d4",8,"Bu","Bu=0","Bu=0",FALSE,TRUE,"3",TRUE,TRUE,"B"
"30","1rvc938bgx",0,"50%","10%","50%","80%","disjunctive","d7",3,"Au","Au=1","Au=1",TRUE,TRUE,"2",TRUE,TRUE,"A"
"31","1rvc938bgx",0,"10%","50%","80%","50%","disjunctive","d1",2,"A","A","A=0",TRUE,TRUE,"1",FALSE,FALSE,"A"
"32","1rvc938bgx",0,"10%","50%","80%","50%","conjunctive","c2",2,"A","A","A=0",TRUE,TRUE,"1",FALSE,FALSE,"A"
"33","1rvc938bgx",0,"10%","70%","80%","50%","conjunctive","c3",6,"B","B","B=0",TRUE,TRUE,"3",FALSE,FALSE,"B"
"34","1t3ulnfryj",0,"10%","50%","80%","50%","disjunctive","d6",8,"Bu","Bu=0","Bu=0",TRUE,TRUE,"1",TRUE,FALSE,"B"
"35","1t3ulnfryj",0,"10%","50%","80%","50%","disjunctive","d3",2,"A","A","A=0",FALSE,TRUE,"1",FALSE,FALSE,"A"
"36","1t3ulnfryj",0,"10%","50%","80%","50%","conjunctive","c3",4,"Au","Au=0","Au=0",TRUE,TRUE,"1",TRUE,TRUE,"A"
"37","1vcyogm763",0,"10%","70%","80%","50%","disjunctive","d4",1,"A","A","A=1",FALSE,TRUE,"3",FALSE,FALSE,"A"
"38","1vcyogm763",0,"50%","10%","50%","80%","disjunctive","d2",8,"Bu","Bu=0","Bu=0",TRUE,TRUE,"2",TRUE,FALSE,"B"
"39","1vcyogm763",0,"50%","10%","50%","80%","conjunctive","c3",5,"B","B","B=1",FALSE,FALSE,"2",FALSE,FALSE,"B"
"40","1vcyogm763",0,"10%","70%","80%","50%","disjunctive","d1",6,"B","B","B=0",TRUE,TRUE,"3",FALSE,FALSE,"B"
"41","1vcyogm763",0,"10%","70%","80%","50%","conjunctive","c2",2,"A","A","A=0",TRUE,TRUE,"3",FALSE,FALSE,"A"
"42","1vcyogm763",0,"10%","70%","80%","50%","disjunctive","d6",4,"Au","Au=0","Au=0",TRUE,TRUE,"3",TRUE,FALSE,"A"
"43","25wwusqaw5",0,"10%","70%","80%","50%","disjunctive","d1",6,"B","B","B=0",TRUE,TRUE,"3",FALSE,FALSE,"B"
"44","25wwusqaw5",0,"10%","50%","80%","50%","conjunctive","c3",4,"Au","Au=0","Au=0",TRUE,TRUE,"1",TRUE,TRUE,"A"
"45","25wwusqaw5",0,"10%","70%","80%","50%","conjunctive","c1",6,"B","B","B=0",TRUE,TRUE,"3",FALSE,FALSE,"B"
"46","25wwusqaw5",0,"50%","10%","50%","80%","disjunctive","d7",5,"B","B","B=1",TRUE,TRUE,"2",FALSE,FALSE,"B"
"47","25wwusqaw5",0,"10%","50%","80%","50%","disjunctive","d4",6,"B","B","B=0",TRUE,TRUE,"1",FALSE,FALSE,"B"
"48","26n2v9lxvr",0,"10%","50%","80%","50%","disjunctive","d2",8,"Bu","Bu=0","Bu=0",TRUE,TRUE,"1",TRUE,FALSE,"B"
"49","26n2v9lxvr",0,"50%","10%","50%","80%","disjunctive","d4",6,"B","B","B=0",TRUE,TRUE,"2",FALSE,FALSE,"B"
"50","26n2v9lxvr",0,"10%","50%","80%","50%","conjunctive","c4",8,"Bu","Bu=0","Bu=0",TRUE,TRUE,"1",TRUE,TRUE,"B"
"51","26n2v9lxvr",0,"10%","50%","80%","50%","conjunctive","c5",7,"Bu","Bu=1","Bu=1",TRUE,TRUE,"1",TRUE,FALSE,"B"
"52","26n2v9lxvr",0,"10%","70%","80%","50%","disjunctive","d1",6,"B","B","B=0",TRUE,TRUE,"3",FALSE,FALSE,"B"
"53","27kggoq9fn",0,"10%","50%","80%","50%","disjunctive","d3",7,"Bu","Bu=1","Bu=1",TRUE,TRUE,"1",TRUE,FALSE,"B"
"54","27kggoq9fn",0,"10%","70%","80%","50%","disjunctive","d1",2,"A","A","A=0",TRUE,TRUE,"3",FALSE,FALSE,"A"
"55","27kggoq9fn",0,"10%","50%","80%","50%","disjunctive","d6",4,"Au","Au=0","Au=0",TRUE,TRUE,"1",TRUE,FALSE,"A"
"56","27kggoq9fn",0,"50%","10%","50%","80%","conjunctive","c2",2,"A","A","A=0",TRUE,TRUE,"2",FALSE,FALSE,"A"
"57","27kggoq9fn",0,"50%","10%","50%","80%","disjunctive","d7",3,"Au","Au=1","Au=1",TRUE,TRUE,"2",TRUE,TRUE,"A"
"58","27kggoq9fn",0,"10%","50%","80%","50%","disjunctive","d2",2,"A","A","A=0",TRUE,TRUE,"1",FALSE,FALSE,"A"
"59","27kggoq9fn",0,"10%","70%","80%","50%","disjunctive","d5",6,"B","B","B=0",FALSE,TRUE,"3",FALSE,FALSE,"B"
"60","27kggoq9fn",0,"10%","50%","80%","50%","disjunctive","d4",6,"B","B","B=0",TRUE,TRUE,"1",FALSE,FALSE,"B"
"61","28a82zjbor",0,"50%","10%","50%","80%","disjunctive","d7",7,"Bu","Bu=1","Bu=1",TRUE,TRUE,"2",TRUE,TRUE,"B"
"62","28a82zjbor",0,"50%","10%","50%","80%","conjunctive","c5",7,"Bu","Bu=1","Bu=1",TRUE,TRUE,"2",TRUE,FALSE,"B"
"63","28a82zjbor",0,"10%","70%","80%","50%","disjunctive","d3",5,"B","B","B=1",TRUE,TRUE,"3",FALSE,FALSE,"B"
"64","28a82zjbor",0,"10%","70%","80%","50%","conjunctive","c4",4,"Au","Au=0","Au=0",TRUE,TRUE,"3",TRUE,TRUE,"A"
"65","28a82zjbor",0,"10%","50%","80%","50%","disjunctive","d1",6,"B","B","B=0",TRUE,TRUE,"1",FALSE,FALSE,"B"
"66","28a82zjbor",0,"50%","10%","50%","80%","conjunctive","c2",2,"A","A","A=0",TRUE,TRUE,"2",FALSE,FALSE,"A"
"67","2clh6uy0q9",0,"10%","70%","80%","50%","disjunctive","d5",6,"B","B","B=0",FALSE,TRUE,"3",FALSE,FALSE,"B"
"68","2clh6uy0q9",0,"10%","50%","80%","50%","disjunctive","d1",2,"A","A","A=0",TRUE,TRUE,"1",FALSE,FALSE,"A"
"69","2clh6uy0q9",0,"50%","10%","50%","80%","conjunctive","c3",4,"Au","Au=0","Au=0",TRUE,TRUE,"2",TRUE,TRUE,"A"
"70","2clh6uy0q9",0,"10%","70%","80%","50%","conjunctive","c5",7,"Bu","Bu=1","Bu=1",TRUE,TRUE,"3",TRUE,FALSE,"B"
"71","2clh6uy0q9",0,"50%","10%","50%","80%","conjunctive","c4",8,"Bu","Bu=0","Bu=0",TRUE,TRUE,"2",TRUE,TRUE,"B"
"72","2clh6uy0q9",0,"10%","50%","80%","50%","disjunctive","d7",3,"Au","Au=1","Au=1",TRUE,TRUE,"1",TRUE,TRUE,"A"
"73","2clh6uy0q9",0,"10%","50%","80%","50%","disjunctive","d3",7,"Bu","Bu=1","Bu=1",TRUE,TRUE,"1",TRUE,FALSE,"B"
"74","2clh6uy0q9",0,"10%","70%","80%","50%","conjunctive","c1",6,"B","B","B=0",TRUE,TRUE,"3",FALSE,FALSE,"B"
"75","2clh6uy0q9",0,"10%","70%","80%","50%","disjunctive","d6",6,"B","B","B=0",FALSE,FALSE,"3",FALSE,FALSE,"B"
"76","39esuh175d",0,"10%","70%","80%","50%","conjunctive","c5",7,"Bu","Bu=1","Bu=1",TRUE,TRUE,"3",TRUE,FALSE,"B"
"77","39esuh175d",0,"10%","70%","80%","50%","conjunctive","c2",7,"Bu","Bu=1","Bu=1",FALSE,TRUE,"3",TRUE,TRUE,"B"
"78","39esuh175d",0,"10%","50%","80%","50%","disjunctive","d7",7,"Bu","Bu=1","Bu=1",TRUE,TRUE,"1",TRUE,TRUE,"B"
"79","39esuh175d",0,"50%","10%","50%","80%","disjunctive","d6",2,"A","A","A=0",FALSE,FALSE,"2",FALSE,FALSE,"A"
"80","39esuh175d",0,"10%","50%","80%","50%","disjunctive","d1",4,"Au","Au=0","Au=0",FALSE,TRUE,"1",TRUE,TRUE,"A"
"81","39esuh175d",0,"10%","50%","80%","50%","disjunctive","d2",4,"Au","Au=0","Au=0",FALSE,TRUE,"1",TRUE,TRUE,"A"
"82","39esuh175d",0,"50%","10%","50%","80%","disjunctive","d3",3,"Au","Au=1","Au=1",FALSE,TRUE,"2",TRUE,TRUE,"A"
"83","3d1927fqoo",0,"10%","70%","80%","50%","conjunctive","c2",4,"Au","Au=0","Au=0",FALSE,TRUE,"3",TRUE,TRUE,"A"
"84","3d1927fqoo",0,"50%","10%","50%","80%","disjunctive","d6",4,"Au","Au=0","Au=0",TRUE,TRUE,"2",TRUE,FALSE,"A"
"85","3d1927fqoo",0,"10%","50%","80%","50%","disjunctive","d1",2,"A","A","A=0",TRUE,TRUE,"1",FALSE,FALSE,"A"
"86","3d1927fqoo",0,"50%","10%","50%","80%","disjunctive","d7",7,"Bu","Bu=1","Bu=1",TRUE,TRUE,"2",TRUE,TRUE,"B"
"87","3f3ze8b0ln",0,"50%","10%","50%","80%","disjunctive","d2",8,"Bu","Bu=0","Bu=0",TRUE,TRUE,"2",TRUE,FALSE,"B"
"88","3f3ze8b0ln",0,"50%","10%","50%","80%","conjunctive","c1",6,"B","B","B=0",TRUE,TRUE,"2",FALSE,FALSE,"B"
"89","3f3ze8b0ln",0,"50%","10%","50%","80%","conjunctive","c3",5,"B","B","B=1",FALSE,FALSE,"2",FALSE,FALSE,"B"
"90","3f3ze8b0ln",0,"10%","50%","80%","50%","conjunctive","c2",2,"A","A","A=0",TRUE,TRUE,"1",FALSE,FALSE,"A"
"91","3f3ze8b0ln",0,"10%","50%","80%","50%","conjunctive","c5",3,"Au","Au=1","Au=1",TRUE,TRUE,"1",TRUE,FALSE,"A"
"92","3f3ze8b0ln",0,"10%","70%","80%","50%","disjunctive","d3",7,"Bu","Bu=1","Bu=1",TRUE,TRUE,"3",TRUE,FALSE,"B"
"93","3fptwaqomn",0,"10%","70%","80%","50%","disjunctive","d6",8,"Bu","Bu=0","Bu=0",TRUE,TRUE,"3",TRUE,FALSE,"B"
"94","3fptwaqomn",0,"10%","70%","80%","50%","conjunctive","c1",2,"A","A","A=0",TRUE,TRUE,"3",FALSE,FALSE,"A"
"95","3fptwaqomn",0,"50%","10%","50%","80%","conjunctive","c2",2,"A","A","A=0",TRUE,TRUE,"2",FALSE,FALSE,"A"
"96","3kd166nsn4",0,"10%","70%","80%","50%","disjunctive","d7",1,"A","A","A=1",TRUE,TRUE,"3",FALSE,FALSE,"A"
"97","3kd166nsn4",0,"10%","70%","80%","50%","conjunctive","c4",5,"B","B","B=1",FALSE,TRUE,"3",FALSE,FALSE,"B"
"98","3kd166nsn4",0,"50%","10%","50%","80%","disjunctive","d5",3,"Au","Au=1","Au=1",TRUE,TRUE,"2",TRUE,FALSE,"A"
"99","3kd166nsn4",0,"50%","10%","50%","80%","disjunctive","d3",7,"Bu","Bu=1","Bu=1",TRUE,TRUE,"2",TRUE,FALSE,"B"
"100","3kd166nsn4",0,"10%","50%","80%","50%","disjunctive","d2",8,"Bu","Bu=0","Bu=0",TRUE,TRUE,"1",TRUE,FALSE,"B"
"101","3kql48xtgn",0,"10%","70%","80%","50%","disjunctive","d7",7,"Bu","Bu=1","Bu=1",TRUE,TRUE,"3",TRUE,TRUE,"B"
"102","3kql48xtgn",0,"50%","10%","50%","80%","conjunctive","c3",6,"B","B","B=0",TRUE,TRUE,"2",FALSE,FALSE,"B"
"103","3kql48xtgn",0,"10%","50%","80%","50%","disjunctive","d5",3,"Au","Au=1","Au=1",TRUE,TRUE,"1",TRUE,FALSE,"A"
"104","3kql48xtgn",0,"10%","70%","80%","50%","conjunctive","c1",2,"A","A","A=0",TRUE,TRUE,"3",FALSE,FALSE,"A"
"105","3nkexgad43",0,"50%","10%","50%","80%","disjunctive","d5",3,"Au","Au=1","Au=1",TRUE,TRUE,"2",TRUE,FALSE,"A"
"106","3nkexgad43",0,"10%","50%","80%","50%","disjunctive","d7",7,"Bu","Bu=1","Bu=1",TRUE,TRUE,"1",TRUE,TRUE,"B"
"107","3nkexgad43",0,"10%","70%","80%","50%","conjunctive","c4",8,"Bu","Bu=0","Bu=0",TRUE,TRUE,"3",TRUE,TRUE,"B"
"108","3nkexgad43",0,"10%","50%","80%","50%","disjunctive","d1",2,"A","A","A=0",TRUE,TRUE,"1",FALSE,FALSE,"A"
"109","3nkexgad43",0,"10%","50%","80%","50%","conjunctive","c2",2,"A","A","A=0",TRUE,TRUE,"1",FALSE,FALSE,"A"
"110","3nkexgad43",0,"10%","70%","80%","50%","disjunctive","d3",7,"Bu","Bu=1","Bu=1",TRUE,TRUE,"3",TRUE,FALSE,"B"
"111","3nkexgad43",0,"10%","70%","80%","50%","conjunctive","c5",7,"Bu","Bu=1","Bu=1",TRUE,TRUE,"3",TRUE,FALSE,"B"
"112","3nkexgad43",0,"50%","10%","50%","80%","conjunctive","c1",2,"A","A","A=0",TRUE,TRUE,"2",FALSE,FALSE,"A"
"113","3uumkq27gk",0,"10%","70%","80%","50%","conjunctive","c5",3,"Au","Au=1","Au=1",TRUE,TRUE,"3",TRUE,FALSE,"A"
"114","3uumkq27gk",0,"10%","50%","80%","50%","conjunctive","c2",2,"A","A","A=0",TRUE,TRUE,"1",FALSE,FALSE,"A"
"115","3uumkq27gk",0,"50%","10%","50%","80%","disjunctive","d4",6,"B","B","B=0",TRUE,TRUE,"2",FALSE,FALSE,"B"
"116","3uumkq27gk",0,"10%","50%","80%","50%","disjunctive","d5",3,"Au","Au=1","Au=1",TRUE,TRUE,"1",TRUE,FALSE,"A"
"117","3uumkq27gk",0,"10%","50%","80%","50%","disjunctive","d6",4,"Au","Au=0","Au=0",TRUE,TRUE,"1",TRUE,FALSE,"A"
"118","3y078ww20y",0,"10%","70%","80%","50%","disjunctive","d5",3,"Au","Au=1","Au=1",TRUE,TRUE,"3",TRUE,FALSE,"A"
"119","3y078ww20y",0,"50%","10%","50%","80%","disjunctive","d2",8,"Bu","Bu=0","Bu=0",TRUE,TRUE,"2",TRUE,FALSE,"B"
"120","3y078ww20y",0,"50%","10%","50%","80%","disjunctive","d3",7,"Bu","Bu=1","Bu=1",TRUE,TRUE,"2",TRUE,FALSE,"B"
"121","3y078ww20y",0,"10%","70%","80%","50%","conjunctive","c1",2,"A","A","A=0",TRUE,TRUE,"3",FALSE,FALSE,"A"
"122","3y078ww20y",0,"10%","50%","80%","50%","disjunctive","d7",3,"Au","Au=1","Au=1",TRUE,TRUE,"1",TRUE,TRUE,"A"
"123","3y078ww20y",0,"10%","50%","80%","50%","conjunctive","c2",2,"A","A","A=0",TRUE,TRUE,"1",FALSE,FALSE,"A"
"124","3z7veewhuc",0,"10%","70%","80%","50%","conjunctive","c5",1,"A","A","A=1",TRUE,TRUE,"3",FALSE,FALSE,"A"
"125","3z7veewhuc",0,"50%","10%","50%","80%","disjunctive","d6",4,"Au","Au=0","Au=0",TRUE,TRUE,"2",TRUE,FALSE,"A"
"126","3z7veewhuc",0,"10%","70%","80%","50%","disjunctive","d4",8,"Bu","Bu=0","Bu=0",FALSE,TRUE,"3",TRUE,TRUE,"B"
"127","3z7veewhuc",0,"50%","10%","50%","80%","conjunctive","c3",4,"Au","Au=0","Au=0",TRUE,TRUE,"2",TRUE,TRUE,"A"
"128","3z7veewhuc",0,"50%","10%","50%","80%","conjunctive","c4",4,"Au","Au=0","Au=0",TRUE,TRUE,"2",TRUE,TRUE,"A"
"129","3z7veewhuc",0,"10%","70%","80%","50%","conjunctive","c2",2,"A","A","A=0",TRUE,TRUE,"3",FALSE,FALSE,"A"
"130","404p6kx8n2",0,"10%","70%","80%","50%","disjunctive","d1",6,"B","B","B=0",TRUE,TRUE,"3",FALSE,FALSE,"B"
"131","404p6kx8n2",0,"10%","70%","80%","50%","disjunctive","d2",2,"A","A","A=0",TRUE,TRUE,"3",FALSE,FALSE,"A"
"132","404p6kx8n2",0,"10%","50%","80%","50%","conjunctive","c4",8,"Bu","Bu=0","Bu=0",TRUE,TRUE,"1",TRUE,TRUE,"B"
"133","404p6kx8n2",0,"10%","50%","80%","50%","conjunctive","c3",4,"Au","Au=0","Au=0",TRUE,TRUE,"1",TRUE,TRUE,"A"
"134","404p6kx8n2",0,"10%","50%","80%","50%","conjunctive","c1",6,"B","B","B=0",TRUE,TRUE,"1",FALSE,FALSE,"B"
"135","404p6kx8n2",0,"50%","10%","50%","80%","disjunctive","d4",4,"Au","Au=0","Au=0",TRUE,TRUE,"2",TRUE,FALSE,"A"
"136","404p6kx8n2",0,"10%","70%","80%","50%","disjunctive","d5",3,"Au","Au=1","Au=1",TRUE,TRUE,"3",TRUE,FALSE,"A"
"137","404p6kx8n2",0,"10%","50%","80%","50%","conjunctive","c5",3,"Au","Au=1","Au=1",TRUE,TRUE,"1",TRUE,FALSE,"A"
"138","404p6kx8n2",0,"10%","50%","80%","50%","conjunctive","c2",8,"Bu","Bu=0","Bu=0",TRUE,TRUE,"1",TRUE,TRUE,"B"
"139","40qkre80o8",0,"50%","10%","50%","80%","disjunctive","d2",2,"A","A","A=0",TRUE,TRUE,"2",FALSE,FALSE,"A"
"140","40qkre80o8",0,"10%","50%","80%","50%","conjunctive","c3",3,"Au","Au=1","Au=1",FALSE,TRUE,"1",TRUE,TRUE,"A"
"141","40qkre80o8",0,"10%","70%","80%","50%","disjunctive","d3",7,"Bu","Bu=1","Bu=1",TRUE,TRUE,"3",TRUE,FALSE,"B"
"142","40qkre80o8",0,"10%","50%","80%","50%","disjunctive","d4",8,"Bu","Bu=0","Bu=0",FALSE,TRUE,"1",TRUE,TRUE,"B"
"143","40qkre80o8",0,"50%","10%","50%","80%","disjunctive","d7",7,"Bu","Bu=1","Bu=1",TRUE,TRUE,"2",TRUE,TRUE,"B"
"144","40qkre80o8",0,"10%","50%","80%","50%","disjunctive","d5",6,"B","B","B=0",FALSE,TRUE,"1",FALSE,FALSE,"B"
"145","45nwjk8ynq",0,"10%","50%","80%","50%","disjunctive","d1",6,"B","B","B=0",TRUE,TRUE,"1",FALSE,FALSE,"B"
"146","45nwjk8ynq",0,"10%","50%","80%","50%","disjunctive","d4",4,"Au","Au=0","Au=0",TRUE,TRUE,"1",TRUE,FALSE,"A"
"147","45nwjk8ynq",0,"10%","70%","80%","50%","disjunctive","d7",3,"Au","Au=1","Au=1",TRUE,TRUE,"3",TRUE,TRUE,"A"
"148","45nwjk8ynq",0,"10%","70%","80%","50%","conjunctive","c2",4,"Au","Au=0","Au=0",FALSE,TRUE,"3",TRUE,TRUE,"A"
"149","45nwjk8ynq",0,"10%","50%","80%","50%","disjunctive","d5",3,"Au","Au=1","Au=1",TRUE,TRUE,"1",TRUE,FALSE,"A"
"150","48ovwfseon",0,"50%","10%","50%","80%","disjunctive","d6",8,"Bu","Bu=0","Bu=0",TRUE,TRUE,"2",TRUE,FALSE,"B"
"151","48ovwfseon",0,"50%","10%","50%","80%","conjunctive","c5",3,"Au","Au=1","Au=1",TRUE,TRUE,"2",TRUE,FALSE,"A"
"152","48ovwfseon",0,"10%","70%","80%","50%","disjunctive","d5",1,"A","A","A=1",TRUE,TRUE,"3",FALSE,FALSE,"A"
"153","48ovwfseon",0,"10%","50%","80%","50%","conjunctive","c2",2,"A","A","A=0",TRUE,TRUE,"1",FALSE,FALSE,"A"
"154","48ovwfseon",0,"50%","10%","50%","80%","conjunctive","c3",6,"B","B","B=0",TRUE,TRUE,"2",FALSE,FALSE,"B"
"155","4aoecew5vb",0,"10%","50%","80%","50%","conjunctive","c4",4,"Au","Au=0","Au=0",TRUE,TRUE,"1",TRUE,TRUE,"A"
"156","4aoecew5vb",0,"10%","70%","80%","50%","disjunctive","d1",6,"B","B","B=0",TRUE,TRUE,"3",FALSE,FALSE,"B"
"157","4aoecew5vb",0,"10%","50%","80%","50%","disjunctive","d4",4,"Au","Au=0","Au=0",TRUE,TRUE,"1",TRUE,FALSE,"A"
"158","4aoecew5vb",0,"10%","50%","80%","50%","disjunctive","d6",8,"Bu","Bu=0","Bu=0",TRUE,TRUE,"1",TRUE,FALSE,"B"
"159","4aoecew5vb",0,"10%","70%","80%","50%","conjunctive","c1",6,"B","B","B=0",TRUE,TRUE,"3",FALSE,FALSE,"B"
"160","4aoecew5vb",0,"10%","50%","80%","50%","conjunctive","c2",2,"A","A","A=0",TRUE,TRUE,"1",FALSE,FALSE,"A"
"161","4ckwt7p28q",0,"10%","50%","80%","50%","conjunctive","c5",3,"Au","Au=1","Au=1",TRUE,TRUE,"1",TRUE,FALSE,"A"
"162","4ckwt7p28q",0,"10%","50%","80%","50%","disjunctive","d2",5,"B","B","B=1",FALSE,TRUE,"1",FALSE,FALSE,"B"
"163","4e3r8kos8o",0,"10%","70%","80%","50%","disjunctive","d1",2,"A","A","A=0",TRUE,TRUE,"3",FALSE,FALSE,"A"
"164","4e3r8kos8o",0,"10%","70%","80%","50%","conjunctive","c4",4,"Au","Au=0","Au=0",TRUE,TRUE,"3",TRUE,TRUE,"A"
"165","4e3r8kos8o",0,"10%","70%","80%","50%","conjunctive","c1",4,"Au","Au=0","Au=0",FALSE,TRUE,"3",TRUE,TRUE,"A"
"166","4e3r8kos8o",0,"10%","50%","80%","50%","conjunctive","c3",4,"Au","Au=0","Au=0",TRUE,TRUE,"1",TRUE,TRUE,"A"
"167","4e3r8kos8o",0,"10%","50%","80%","50%","disjunctive","d3",7,"Bu","Bu=1","Bu=1",TRUE,TRUE,"1",TRUE,FALSE,"B"
"168","4e3r8kos8o",0,"50%","10%","50%","80%","disjunctive","d7",3,"Au","Au=1","Au=1",TRUE,TRUE,"2",TRUE,TRUE,"A"
"169","4g1badk9aw",0,"10%","70%","80%","50%","disjunctive","d5",3,"Au","Au=1","Au=1",TRUE,TRUE,"3",TRUE,FALSE,"A"
"170","4g1badk9aw",0,"50%","10%","50%","80%","disjunctive","d4",6,"B","B","B=0",TRUE,TRUE,"2",FALSE,FALSE,"B"
"171","4g1badk9aw",0,"10%","50%","80%","50%","disjunctive","d1",6,"B","B","B=0",TRUE,TRUE,"1",FALSE,FALSE,"B"
"172","4g1badk9aw",0,"10%","50%","80%","50%","conjunctive","c3",4,"Au","Au=0","Au=0",TRUE,TRUE,"1",TRUE,TRUE,"A"
"173","4g1badk9aw",0,"50%","10%","50%","80%","disjunctive","d6",8,"Bu","Bu=0","Bu=0",TRUE,TRUE,"2",TRUE,FALSE,"B"
"174","4g1badk9aw",0,"50%","10%","50%","80%","conjunctive","c4",8,"Bu","Bu=0","Bu=0",TRUE,TRUE,"2",TRUE,TRUE,"B"
"175","4g1badk9aw",0,"50%","10%","50%","80%","conjunctive","c1",6,"B","B","B=0",TRUE,TRUE,"2",FALSE,FALSE,"B"
"176","4knd1cj628",0,"10%","70%","80%","50%","disjunctive","d6",8,"Bu","Bu=0","Bu=0",TRUE,TRUE,"3",TRUE,FALSE,"B"
"177","4knd1cj628",0,"10%","70%","80%","50%","disjunctive","d3",2,"A","A","A=0",FALSE,TRUE,"3",FALSE,FALSE,"A"
"178","4knd1cj628",0,"10%","50%","80%","50%","disjunctive","d5",3,"Au","Au=1","Au=1",TRUE,TRUE,"1",TRUE,FALSE,"A"
